,0,1,2,3
540,English Grammar in Use 2,1과정을 들으면서 잊었던 기억을 새록새록 되살린 바탕 위에 2과정을 들었떠니 더욱 잘 들렸습니다. 모르는 내용도 쉽게 이해시켜 주고 무엇보다 따분하지 않고 재미있는 설명이 인상 깊었습니다. 2과정 그래머도 역시 실망시키지 않았습니다. 문법 도전하고 싶으신 분들 이 연수 추천합니다. 좋은 기회 주셔서 감사합니다.,5점,2022.12.12
541,English Grammar in Use,연수를 신청할 때 전공 과목이 아니라 망설였지만 쉽고 자세하고 재미있는 설명에 학창 시절 기억도 나고 다시 워밍업 되면서 빌드업까지 경험하게 해 준 좋은 연수였습니다. 2과정도 들을 용기가 생기게 해 준 1과정 연수 최고였습니다. 강추합니다.,5점,2022.12.12
542,세상에서 제일 쉬운 과학 이야기,다양한 과학 주제를 쉬우면서도 흥미롭게 풀어주셔서 유익했습니다.,5점,2022.12.12
543,7인의 전문의와 함께하는 메디컬 콘서트,"흔히 겪을 수 있는 다양한 질병에 대해 알아보고, 건강관리에 도움이 되는 정보를 얻을 수 있어 좋았습니다.",5점,2022.12.12
544,15시간 기후변화 이야기,중요주제별로 설명해주어 정리가 잘 되었습니다.,5점,2022.12.12
545,교사를 위한 교실 밖 여행인문학,해외여행의 제한을 받는 시기에 국내여행으로 알찬 학습도하고 힐링도 하면서 맛있는 먹거리 소개까지!!!일석삼조의 좋은 연수였어요. 여행을 좋아해서 지금부터라도 국내여행에 대해 더 관심을 가질 수 있는 좋은 계기가 되는 연수였어요. 감사합니다.,5점,2022.12.12
546,지리와 함께하는 인문학 티타임,우리가 일상 생활에서 접하는 길의 의미와 역사에 대하여 심도 있게 알 수 있는 유익한 연수였습니다.,5점,2022.12.12
547,교사 자존감 수업,유익하고 좋은 연수였습니다. 연수를 들으면서 교육 현장에서 많은 도움이 되었습니다.,5점,2022.12.12
548,"나이와 신분을 초월한 독립운동, 그 현장을 읽다",교과서에서는 알 수 없었던 그 시대의 다양한 독립운동과 그에 따른 역사적 인물들을 알 수 있는 훌륭한 연수였습니다. 강력 추천 합니다.,5점,2022.12.11
549,통통한 과학이야기 2,처음에 교실에서 호기심 많은 아이들을 위해서 들어보려고 시작했던 연수였습니다. 호기롭게 시작했으나.. 문과 출신 이라 조금 이해하기 어려웠던 부분도 있습니다.. 그리고 줄줄 읽는 듯? 하는 부분이라서 조금 아쉬웠습니다...,4점,2022.12.11
550,당장 따라 할 수 있는 사계절 학급운영+이벤트,"유익했습니다.
경력은 좀 있었지만 뭔가 새롭게 학급경영을 돌아보고 싶었습니다.

한 해를 돌아보며 많이 부족함을 느끼는 12월이었습니다.
그래서 이번 연수를 신청해서 저를 돌아보고 내년 학기에 좀 더 새롭게 해 보고 싶었습니다.

부담스럽지 않은 내용으로 정말 당장 따라 할 수 있는 학급운영이었습니다.
미쳐 생각지 못했던 신박한 내용도 있었으며
제가 이미 하고 있는 방법도 있어서 힘도 얻고 아이디어도 얻을 수 있었던 연수였습니다.

많이 지친 12월이지만 내년이 기다려지게 하네요^^ 감사합니다.",5점,2022.12.10
551,독립운동 현장읽기 - 구국계몽운동,갑자기 연수 점수가 필요해서 동료 선생님 소개로 듣게 됐는데 역시 좋은 연수네요. 감사해요!,5점,2022.12.10
552,"30시간 나이와 신분을 초월한 독립운동, 그 현장을 읽다",상세하고 쉬운 설명 너무 감사합니다.,5점,2022.12.09
553,"학급경영, 수업, 업무 - 노션으로 한 방에 해결하기",패들릿과 원노트를 사용하고 있는데요. 원노트와 패들릿의 장점이 다 들어있는 노션 사용법을 익힐 수 있어서 좋았습니다.,5점,2022.12.09
554,과학 세상을 말하다 (과학이 필요한 시간),부담없이 들으면 그렇구나 고개 끄덕이게 되는 수업이었습니다. 그런데 시험은 생각보다 많이 어렵더라구요.,5점,2022.12.09
555,"30시간 나이와 신분을 초월한 독립운동, 그 현장을 읽다",숭고한 희생에 감사합니3다,5점,2022.12.09
556,메이슨의 Travel English,"많은 영어 연수를 수강해본 경험이 있는 1인으로써 현재 내가 당면하고 있는 과제와 부합하는 영어 연수는 무엇인지 고민해보았습니다. 고민 끝 선택한 연수가 메이슨 Travel English였습니다.

일단 이 연수가 왜 필요한지를 생각해보고 선택하였습니다.
첫째, 이번 겨울방학에 꼭 해외여행을 계획하고 유창한 영어 실력으로 알찬 추억을 남긴다. 둘째, 학교에서 실시하는 영어캠프에 도움이 되는 자료를 찾아 학생들에게 유익하면서도 즐겁고 실생활에서 직접 활용할 수 있는 영어 캠프를 운영한다.

이런 목적 의식을 가지고 영어 연수에 임하다 보니 다른 때 연수 수강때보다 꼼꼼히 정리하고 말하고 혼자 Role-play 역할 놀이를 해가면 재미있게 연수를 들었던 것 같습니다.

메이슨 Travel English 연수의 장점은

첫째, 꼭 필요한 상황별 영어(기내, 입국심사, 식당, 세일, 계산, 도난/분실, 공항 체크인 등)로 구성되어 있어 해외 여행시 또는 유학시 유용하게 활용할수 있다는 점입니다.

둘째, 메이슨 선생님의 유창한 발음 즉 네이티브 스피커와 유사한 발음을 듣기와 말하기에 자신감을 심어주었습니다. 특히나 실수하지 않게 콩글리쉬 영어와 원어민 영어 발음을 꼼꼼하게 비교 설명해주고 원어민 영어로 따라서 해보게 하는 활동이 도움이 되었습니다.

셋째, 계속 반복해서 쉽게 할 수 있도록 따라하도록 하며 열심히 강의를 하십니다. 따라하라 하는데 안 할 수도 없고 2-3번 더 열심히 따라했습니다.

넷째, 겨울방학 영어캠프 운영시 메이슨 Travel English의 상황별 영어 회화를 활용하여 Role-play 역할 놀이를 할 예정입니다. 배경을 기내, 공항, 호텔, 식당, 렌트카점, 분실데스크 등으로 꾸미고 소품을 준비하여 재미있고 즐거운 영어캠프를 운영할 예정입니다.

개인적으로 해외 여행 계획에, 업무적으로 겨울방학 영어 캠프 계획에 많은 도움을 준 일석이조 알찬 연수였습니다. 꼭 들어보시기를 강추합니다.^^",5점,2022.12.09
557,"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",한국사 수업을 좋아해서 신청했는데 정말 쉽게 설명해 주셔서 시간 가는줄 모르고 들었습니다.,5점,2022.12.09
558,"학급경영, 수업, 업무 - 노션으로 한 방에 해결하기","저는 인생의 삼분의 일을(1/3) 무언가를 찾는데 쓰는 것 같은 기분이 드는 교사입니다.
허구헌날 물건을 찾고, 서류를 찾으면서 헤매는 자로서

이번 노션 연수는 신박한 자료인것 같아요.
겨울방학동안 저만의 노션을 만들어서 잘 활용하고 싶으네요.

데이터베이스를 바탕으로 하니깐 자료를 정말 요리조리 잘 활용할 수 있습니다.
일잘러가 가능할 것 같아요^^~",5점,2022.12.08
559,7인의 전문의와 함께하는 메디컬 콘서트,생활 속 질병에대해 막연하게 알고 있던 상식들을 정리하는 기회가 된 연수였습니다. 생활 속에서 건강을 챙기고 습관을 바로잡아야겠다는 생각이 드네요. 강의하는 선생님들마다 개성이 있어서 지루하지 않았습니다. 잘 들었습니다.,5점,2022.12.08
560,쉽게 시작할 수 있는 노션과 ZOOM 활용 꿀팁!,노션이라는 것에 대해서 기초적인 부분부터 알게 되어 좋았고 노션 프로그램의 활용에 따라 미래의 내 업무 효율성뿐만 아니라 학생들과 쌍방향 수업이 활발하게 이루어질 것 같습니다. 좋은 연수 감사합니다.,5점,2022.12.08
561,지리와 함께하는 인문학 티타임,"길이라는 주제로 그 시대와 그 지역의 역사와 문화를 알게 되어 상식이 풍부해지는 연수였습니다.
문학작품 속에서 전혀 인지하지 못했던 인문학적 요소를 찾아 알기 쉽게 설명해 주셔서 흥미있었습니다.",5점,2022.12.08
562,지리와 함께하는 인문학 티타임,"교과 지도를 하다보면
문학적인 소양이 점점 절실해지는 순간이 생깁니다.

그때 지리와 함께하는 인문학 티타임 강의를 신청해 보았어요.
문학 작품을 같이 생각해보는 동시에
그 문학 작품의 배경이 되는 장소를 살펴봄으로써
좀더 등장인물에 가까워 지는 느낌~~

덕분에 마음이 포동포동 살이 오르는 느낌이 들어서 만족스러웠습니다 ㅋㅋㅋㅋ",5점,2022.12.08
563,학생 자존감 수업,학생들의 마음을 달래주는 선생님이 되고 싶어요.항상 학기 초 긴장하며 만나는 학생들과 어색함이 곧 다가오네요.2023학년도 내가 만날 또 다른 우리 아이들을 맞이하기 전에 나는 어떤 마음의 준비를 해야하는가에 대한 고민을 항상 합니다. 그래서 t셀파 연수원을 들어와서 내 고민을 조금이라도 덜 수 있는 기댈 곳을 찾게 된 연수가 바로 '학생 자존감 수업' 이었습니다. 학급을 겉도는 아이들과 어울리지 못하는 아이들의 마음은 대체 어떤 마음일까? 분명하지 않았던 아이들의 마음을 조금이나마 깨닫게 되고 나는 그런 아이들에게 어떤 마음으로 다가가야 하는지 조금이나마 이해할 수 있는 시간들이었어요. 2023학년도도 화이팅 해볼렵니다.^^/ t 셀파도 화이팅,5점,2022.12.08
564,세상에서 제일 쉬운 과학 이야기,"어렵고 지루하기만 했던 과학을 재밌고 이해하기 쉽게 설명해 주었어요.
학생들에게 전달연수는 필수!!
""선생님은 왜 이렇게 아는 게 많아요?"" 하며 특급칭찬받았습니다.",5점,2022.12.08
565,두근두근 교실밖 인문학 - 동양사편,역사를 좋아하는 저에게 동양사를 전체적으로 흐름을 이야기 해주셔서 좋았습니다~,5점,2022.12.08
566,스토리텔링을 활용한 초등수학 수업,수포자를 만들지 않기 위해 필요한 수업 방식을 배운 것 같아 좋았습니다,5점,2022.12.08
567,초등 저학년 남학생 탐구생활,아들 둘을 키우면서 전혀 이해못하는 부분이 너무많아 신청하게 되었습니다. 왜?????? 저렇게 행동하고 생각하는지 조금이나마 이해할 수 있는 연수라~ 즐겁게 연수 들었습니다!,5점,2022.12.08
568,"나이와 신분을 초월한 독립운동, 그 현장을 읽다","잊고 이있었던 나의 부리의 긍지를 찾는 과정이였습니다.
우선 찬찬히 세세하게 설명을 해주셔서 제 부족햇던 역사 의식을 깨울 수 있는 기회가 되었고 우리나라에 대한 자부심을 가지게 되는 연수였습니다.",5점,2022.12.08
569,"행복한 학급 만들기, 학생과 교사 자존감 수업","아이들의 자존감을 지켜줘야한다 생각하면서
정확한 개념이나 방법을 잘 몰랐거든요.
그리고 교사인 저부터 자존감을 지키는 일이 중요하다고
생각하는데요.
학생과 교사 자존감 수업을 통해 자존감에 관련한 수업을
알 수 있어 아주 도움이 되었습니다.",5점,2022.12.08
570,메디컬 콘서트 2탄 - 여성 건강 프로젝트,"교직 생활을 해보니 아이들의 넘치는 에너지
학부모의 민원, 업무까지 ^^
이 모든 일들을 잘 관리하려면 제일 중요한게 건강이더라구요.
특히 저와같은 여성 건강에 관련한 연수 아주 유익했습니다.
덕분에 저의 신체 리듬에 대해 관심을 갖고 관리할 수 있게 되었습니다.",5점,2022.12.08
571,같이 읽고 함께 나누는 독서수업방법,"이 연수는 다양한 독서 수업 모형 방법 뿐 아니라
초등학생들에게 유익한 책을 소개해줘서 아주 좋았습니다.
추천해준 책중 몇 권은 읽어봤는데 환경교육 역사교육 등
주제 중심으로 통합 수업하기도 유용한 책이었어요.
좋은 연수 감사합니다.",5점,2022.12.08
572,수업을 살리는 꿀팁 레시피,"어느덧 교직생활 7년차
매너리즘에 빠지는 똑같은 형태의 수업에 지친 와중에
이 연수가 많은 도움이 되었습니다.
지도서에 있는 수업 모형만으로는 갈증이 있었는데
덕분에 수업에 많은 보탬이 되었습니다.
잘 활용해서 재미있고 유익한 수업 만들겠습니다.",5점,2022.12.08
573,나도 할 수 있다! 현장연구와 SPSS,"현장 연구에 대한 다양한 내용을 알 수 있어서 정말 좋았습니다.

SPSS를 이용한 통계분석 방법부터
과목별 연구 보고서 주제 선정 및 진행 방법까지
그리고 시간 관계상 활용은 못했지만
연수 이수생 대상으로 개별 컨설팅까지 해주신다고 하니

연구 보고서 작성 예정이신 분들은 꼭 연수 들으시고 많은 도움 받으셨으면 좋겠습니다!!",5점,2022.12.07
574,15시간 기후변화 이야기,수업준비에 큰 도움이 되었습니다 감사합니다!,5점,2022.12.07
575,문학 속 지리 이야기,"우리가 익숙하게 알고 있는 다양한 이야기들의 공간을 지리적 관점에서 살펴보고 새롭게 해석해 보는 즐거움을 맛본 연수입니다. 지루할 틈 없이 즐겁게 듣고, 사물을 보는 시각의 다양함이 편견을 줄일 수 있겠다는 생각을 했습니다.",5점,2022.12.07
